timestamp,message
2021-11-04 08:17:38.302,!V TRIAL_VAR transitions variable
2021-11-04 08:17:38.804,!V TRIAL_VAR stake 5
2021-11-04 08:17:39.611,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:17:40.809,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:17:41.226,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:17:42.811,!E TRIAL_EVENT_VAR reward
2021-11-04 08:17:45.801,TRIAL_END
2021-11-04 08:17:46.621,TRIALID 58
2021-11-04 08:17:48.122,!V TRIAL_VAR transitions variable
2021-11-04 08:17:48.623,!V TRIAL_VAR stake 5
2021-11-04 08:17:49.441,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:17:50.627,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:17:50.961,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:17:52.630,!E TRIAL_EVENT_VAR reward
2021-11-04 08:17:55.621,TRIAL_END
2021-11-04 08:17:56.642,TRIALID 59
2021-11-04 08:17:58.143,!V TRIAL_VAR transitions variable
2021-11-04 08:17:58.644,!V TRIAL_VAR stake 1
2021-11-04 08:17:59.450,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:18:00.648,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:18:01.090,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:18:02.650,!E TRIAL_EVENT_VAR reward
2021-11-04 08:18:05.642,TRIAL_END
2021-11-04 08:18:07.061,TRIALID 60
2021-11-04 08:18:08.562,!V TRIAL_VAR transitions variable
2021-11-04 08:18:09.063,!V TRIAL_VAR stake 5
2021-11-04 08:18:09.985,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:18:11.068,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:18:11.474,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:18:13.070,!E TRIAL_EVENT_VAR reward
2021-11-04 08:18:16.061,TRIAL_END
2021-11-04 08:18:17.686,TRIALID 61
2021-11-04 08:18:19.187,!V TRIAL_VAR transitions variable
2021-11-04 08:18:19.688,!V TRIAL_VAR stake 5
2021-11-04 08:18:20.427,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:18:21.694,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:18:21.969,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:18:23.694,!E TRIAL_EVENT_VAR reward
2021-11-04 08:18:26.686,TRIAL_END
2021-11-04 08:18:28.307,TRIALID 62
2021-11-04 08:18:29.808,!V TRIAL_VAR transitions variable
2021-11-04 08:18:30.310,!V TRIAL_VAR stake 1
2021-11-04 08:18:31.138,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:18:32.317,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:18:32.794,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:18:34.317,!E TRIAL_EVENT_VAR reward
2021-11-04 08:18:37.307,TRIAL_END
2021-11-04 08:18:39.132,TRIALID 63
2021-11-04 08:18:40.633,!V TRIAL_VAR transitions variable
2021-11-04 08:18:41.135,!V TRIAL_VAR stake 1
2021-11-04 08:18:42.145,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:18:43.140,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:18:43.569,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:18:45.141,!E TRIAL_EVENT_VAR reward
2021-11-04 08:18:48.132,TRIAL_END
2021-11-04 08:18:49.755,TRIALID 64
2021-11-04 08:18:51.257,!V TRIAL_VAR transitions variable
2021-11-04 08:18:51.758,!V TRIAL_VAR stake 5
2021-11-04 08:18:52.929,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:18:53.762,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:18:54.322,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:18:55.764,!E TRIAL_EVENT_VAR reward
2021-11-04 08:18:58.755,TRIAL_END
2021-11-04 08:19:00.378,TRIALID 65
2021-11-04 08:19:01.878,!V TRIAL_VAR transitions variable
2021-11-04 08:19:02.380,!V TRIAL_VAR stake 5
2021-11-04 08:19:03.065,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:19:04.385,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:19:04.904,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:19:06.386,!E TRIAL_EVENT_VAR reward
2021-11-04 08:19:09.378,TRIAL_END
2021-11-04 08:19:10.797,TRIALID 66
2021-11-04 08:19:12.299,!V TRIAL_VAR transitions variable
2021-11-04 08:19:12.799,!V TRIAL_VAR stake 5
2021-11-04 08:19:13.794,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:19:14.804,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:19:15.657,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:19:16.805,!E TRIAL_EVENT_VAR reward
2021-11-04 08:19:19.797,TRIAL_END
2021-11-04 08:19:20.815,TRIALID 67
2021-11-04 08:19:22.317,!V TRIAL_VAR transitions variable
2021-11-04 08:19:22.818,!V TRIAL_VAR stake 5
2021-11-04 08:19:23.561,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:19:24.824,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:19:25.025,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:19:26.825,!E TRIAL_EVENT_VAR reward
2021-11-04 08:19:29.815,TRIAL_END
2021-11-04 08:19:30.834,TRIALID 68
2021-11-04 08:19:32.335,!V TRIAL_VAR transitions variable
2021-11-04 08:19:32.835,!V TRIAL_VAR stake 1
2021-11-04 08:19:33.633,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:19:34.840,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:19:35.249,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:19:36.841,!E TRIAL_EVENT_VAR reward
2021-11-04 08:19:39.834,TRIAL_END
2021-11-04 08:19:41.052,TRIALID 69
2021-11-04 08:19:42.553,!V TRIAL_VAR transitions variable
2021-11-04 08:19:43.054,!V TRIAL_VAR stake 1
2021-11-04 08:19:43.769,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:19:45.060,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:19:45.489,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:19:47.061,!E TRIAL_EVENT_VAR reward
2021-11-04 08:19:50.052,TRIAL_END
2021-11-04 08:19:51.677,TRIALID 70
2021-11-04 08:19:53.177,!V TRIAL_VAR transitions variable
2021-11-04 08:19:53.679,!V TRIAL_VAR stake 1
2021-11-04 08:19:54.473,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:19:55.683,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:19:56.153,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:19:57.684,!E TRIAL_EVENT_VAR reward
2021-11-04 08:20:00.677,TRIAL_END
2021-11-04 08:20:02.100,TRIALID 71
2021-11-04 08:20:03.602,!V TRIAL_VAR transitions variable
2021-11-04 08:20:04.102,!V TRIAL_VAR stake 5
2021-11-04 08:20:05.473,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:20:06.107,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:20:06.201,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:20:08.109,!E TRIAL_EVENT_VAR reward
2021-11-04 08:20:11.100,TRIAL_END
2021-11-04 08:20:12.323,TRIALID 72
2021-11-04 08:20:13.825,!V TRIAL_VAR transitions variable
2021-11-04 08:20:14.326,!V TRIAL_VAR stake 5
2021-11-04 08:20:15.795,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:20:16.335,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:20:16.785,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:20:18.337,!E TRIAL_EVENT_VAR reward
2021-11-04 08:20:21.323,TRIAL_END
2021-11-04 08:20:21.945,TRIALID 73
2021-11-04 08:20:23.446,!V TRIAL_VAR transitions variable
2021-11-04 08:20:23.948,!V TRIAL_VAR stake 1
2021-11-04 08:20:25.425,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:20:25.954,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:20:26.057,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:20:27.956,!E TRIAL_EVENT_VAR reward
2021-11-04 08:20:30.945,TRIAL_END
2021-11-04 08:21:03.721,TRIALID 74
2021-11-04 08:21:05.223,!V TRIAL_VAR transitions stable
2021-11-04 08:21:05.724,!V TRIAL_VAR stake 5
2021-11-04 08:21:06.625,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:21:07.730,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:21:08.121,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:21:09.731,!E TRIAL_EVENT_VAR reward
2021-11-04 08:21:12.721,TRIAL_END
2021-11-04 08:21:14.345,TRIALID 75
2021-11-04 08:21:15.846,!V TRIAL_VAR transitions stable
2021-11-04 08:21:16.348,!V TRIAL_VAR stake 5
2021-11-04 08:21:17.745,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:21:18.353,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:21:18.537,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:21:20.356,!E TRIAL_EVENT_VAR reward
2021-11-04 08:21:23.345,TRIAL_END
2021-11-04 08:21:24.166,TRIALID 76
2021-11-04 08:21:25.667,!V TRIAL_VAR transitions stable
2021-11-04 08:21:26.168,!V TRIAL_VAR stake 1
2021-11-04 08:21:27.544,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:21:28.173,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:21:28.762,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:21:30.174,!E TRIAL_EVENT_VAR reward
2021-11-04 08:21:33.166,TRIAL_END
2021-11-04 08:21:34.992,TRIALID 77
2021-11-04 08:21:36.493,!V TRIAL_VAR transitions stable
2021-11-04 08:21:36.994,!V TRIAL_VAR stake 5
2021-11-04 08:21:38.032,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:21:38.997,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:21:39.456,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:21:40.998,!E TRIAL_EVENT_VAR reward
2021-11-04 08:21:43.992,TRIAL_END
2021-11-04 08:21:44.809,TRIALID 78
2021-11-04 08:21:46.310,!V TRIAL_VAR transitions stable
2021-11-04 08:21:46.811,!V TRIAL_VAR stake 5
2021-11-04 08:21:47.608,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:21:48.815,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:21:48.912,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:21:50.818,!E TRIAL_EVENT_VAR reward
2021-11-04 08:21:53.809,TRIAL_END
2021-11-04 08:21:55.636,TRIALID 79
2021-11-04 08:21:57.137,!V TRIAL_VAR transitions stable
2021-11-04 08:21:57.638,!V TRIAL_VAR stake 1
2021-11-04 08:21:58.952,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:21:59.644,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:21:59.712,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:22:01.646,!E TRIAL_EVENT_VAR reward
2021-11-04 08:22:04.636,TRIAL_END
2021-11-04 08:22:06.465,TRIALID 80
2021-11-04 08:22:07.966,!V TRIAL_VAR transitions stable
2021-11-04 08:22:08.467,!V TRIAL_VAR stake 5
2021-11-04 08:22:09.328,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:22:10.472,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:22:10.704,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:22:12.475,!E TRIAL_EVENT_VAR reward
2021-11-04 08:22:15.465,TRIAL_END
2021-11-04 08:22:17.095,TRIALID 81
2021-11-04 08:22:18.596,!V TRIAL_VAR transitions stable
2021-11-04 08:22:19.097,!V TRIAL_VAR stake 1
2021-11-04 08:22:20.280,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:22:21.102,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:22:21.648,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:22:23.102,!E TRIAL_EVENT_VAR reward
2021-11-04 08:22:26.095,TRIAL_END
2021-11-04 08:22:27.920,TRIALID 82
2021-11-04 08:22:29.421,!V TRIAL_VAR transitions stable
2021-11-04 08:22:29.923,!V TRIAL_VAR stake 1
2021-11-04 08:22:31.017,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:22:31.929,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:22:32.465,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:22:33.931,!E TRIAL_EVENT_VAR reward
2021-11-04 08:22:36.920,TRIAL_END
2021-11-04 08:22:38.550,TRIALID 83
2021-11-04 08:22:40.051,!V TRIAL_VAR transitions stable
2021-11-04 08:22:40.552,!V TRIAL_VAR stake 1
2021-11-04 08:22:41.881,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:22:42.559,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:22:42.617,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:22:44.561,!E TRIAL_EVENT_VAR reward
2021-11-04 08:22:47.550,TRIAL_END
2021-11-04 08:22:55.282,TRIALID 84
2021-11-04 08:22:56.783,!V TRIAL_VAR transitions stable
2021-11-04 08:22:57.284,!V TRIAL_VAR stake 5
2021-11-04 08:22:58.264,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:22:59.289,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:22:59.584,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:23:01.291,!E TRIAL_EVENT_VAR reward
2021-11-04 08:23:04.282,TRIAL_END
2021-11-04 08:23:05.703,TRIALID 85
2021-11-04 08:23:07.206,!V TRIAL_VAR transitions stable
2021-11-04 08:23:07.707,!V TRIAL_VAR stake 5
2021-11-04 08:23:08.569,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:23:09.712,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:23:09.848,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:23:11.713,!E TRIAL_EVENT_VAR reward
2021-11-04 08:23:14.703,TRIAL_END
2021-11-04 08:23:22.638,TRIALID 86
2021-11-04 08:23:24.139,!V TRIAL_VAR transitions stable
2021-11-04 08:23:24.640,!V TRIAL_VAR stake 1
2021-11-04 08:23:25.368,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:23:26.646,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:23:27.441,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:23:28.649,!E TRIAL_EVENT_VAR reward
2021-11-04 08:23:31.638,TRIAL_END
2021-11-04 08:23:33.263,TRIALID 87
2021-11-04 08:23:34.765,!V TRIAL_VAR transitions stable
2021-11-04 08:23:35.267,!V TRIAL_VAR stake 1
2021-11-04 08:23:36.075,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:23:37.271,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:23:37.408,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:23:39.273,!E TRIAL_EVENT_VAR reward
2021-11-04 08:23:42.263,TRIAL_END
2021-11-04 08:23:43.887,TRIALID 88
2021-11-04 08:23:45.388,!V TRIAL_VAR transitions stable
2021-11-04 08:23:45.889,!V TRIAL_VAR stake 5
2021-11-04 08:23:46.762,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:23:47.895,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:23:48.304,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:23:49.897,!E TRIAL_EVENT_VAR reward
2021-11-04 08:23:52.887,TRIAL_END
2021-11-04 08:23:54.512,TRIALID 89
2021-11-04 08:23:56.013,!V TRIAL_VAR transitions stable
2021-11-04 08:23:56.514,!V TRIAL_VAR stake 1
2021-11-04 08:23:57.677,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:23:58.520,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:23:59.024,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:00.522,!E TRIAL_EVENT_VAR reward
2021-11-04 08:24:03.512,TRIAL_END
2021-11-04 08:24:03.927,TRIALID 90
2021-11-04 08:24:05.428,!V TRIAL_VAR transitions stable
2021-11-04 08:24:05.930,!V TRIAL_VAR stake 5
2021-11-04 08:24:06.800,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:24:07.935,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:24:08.170,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:09.937,!E TRIAL_EVENT_VAR reward
2021-11-04 08:24:12.927,TRIAL_END
2021-11-04 08:24:13.143,TRIALID 91
2021-11-04 08:24:14.644,!V TRIAL_VAR transitions stable
2021-11-04 08:24:15.146,!V TRIAL_VAR stake 1
2021-11-04 08:24:16.000,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:24:17.151,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:24:17.360,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:19.153,!E TRIAL_EVENT_VAR reward
2021-11-04 08:24:22.143,TRIAL_END
2021-11-04 08:24:23.565,TRIALID 92
2021-11-04 08:24:25.066,!V TRIAL_VAR transitions stable
2021-11-04 08:24:25.568,!V TRIAL_VAR stake 1
2021-11-04 08:24:26.561,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:24:27.573,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:24:27.720,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:29.574,!E TRIAL_EVENT_VAR reward
2021-11-04 08:24:32.565,TRIAL_END
2021-11-04 08:24:33.587,TRIALID 93
2021-11-04 08:24:35.087,!V TRIAL_VAR transitions stable
2021-11-04 08:24:35.589,!V TRIAL_VAR stake 5
2021-11-04 08:24:36.608,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:24:37.593,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:24:38.049,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:39.595,!E TRIAL_EVENT_VAR reward
2021-11-04 08:24:42.587,TRIAL_END
2021-11-04 08:24:43.204,TRIALID 94
2021-11-04 08:24:44.705,!V TRIAL_VAR transitions stable
2021-11-04 08:24:45.205,!V TRIAL_VAR stake 1
2021-11-04 08:24:45.984,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:24:47.211,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:24:47.328,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:49.213,!E TRIAL_EVENT_VAR reward
2021-11-04 08:24:52.204,TRIAL_END
2021-11-04 08:24:52.824,TRIALID 95
2021-11-04 08:24:54.325,!V TRIAL_VAR transitions stable
2021-11-04 08:24:54.826,!V TRIAL_VAR stake 1
2021-11-04 08:24:55.752,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:24:56.831,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:24:57.170,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:24:58.833,!E TRIAL_EVENT_VAR reward
2021-11-04 08:25:01.824,TRIAL_END
2021-11-04 08:25:02.446,TRIALID 96
2021-11-04 08:25:03.947,!V TRIAL_VAR transitions stable
2021-11-04 08:25:04.448,!V TRIAL_VAR stake 1
2021-11-04 08:25:05.256,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:25:06.454,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:25:06.600,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:25:08.456,!E TRIAL_EVENT_VAR reward
2021-11-04 08:25:11.446,TRIAL_END
2021-11-04 08:25:11.863,TRIALID 97
2021-11-04 08:25:13.364,!V TRIAL_VAR transitions stable
2021-11-04 08:25:13.866,!V TRIAL_VAR stake 5
2021-11-04 08:25:14.640,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:25:15.872,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:25:16.240,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:25:17.874,!E TRIAL_EVENT_VAR reward
2021-11-04 08:25:20.863,TRIAL_END
2021-11-04 08:25:22.087,TRIALID 98
2021-11-04 08:25:23.589,!V TRIAL_VAR transitions stable
2021-11-04 08:25:24.090,!V TRIAL_VAR stake 5
2021-11-04 08:25:24.968,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:25:26.095,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:25:26.295,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:25:28.097,!E TRIAL_EVENT_VAR reward
2021-11-04 08:25:31.087,TRIAL_END
2021-11-04 08:25:31.305,TRIALID 99
2021-11-04 08:25:32.807,!V TRIAL_VAR transitions stable
2021-11-04 08:25:33.308,!V TRIAL_VAR stake 1
2021-11-04 08:25:34.135,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:25:35.312,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:25:35.696,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:25:37.314,!E TRIAL_EVENT_VAR reward
2021-11-04 08:25:40.305,TRIAL_END
2021-11-04 08:25:41.727,TRIALID 100
2021-11-04 08:25:43.228,!V TRIAL_VAR transitions stable
2021-11-04 08:25:43.729,!V TRIAL_VAR stake 5
2021-11-04 08:25:44.463,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:25:45.735,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:25:46.095,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:25:47.736,!E TRIAL_EVENT_VAR reward
2021-11-04 08:25:50.727,TRIAL_END
2021-11-04 08:25:51.949,TRIALID 101
2021-11-04 08:25:53.451,!V TRIAL_VAR transitions stable
2021-11-04 08:25:53.952,!V TRIAL_VAR stake 5
2021-11-04 08:25:54.847,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:25:55.958,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:25:56.407,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:25:57.959,!E TRIAL_EVENT_VAR reward
2021-11-04 08:26:00.949,TRIAL_END
2021-11-04 08:26:01.768,TRIALID 102
2021-11-04 08:26:03.270,!V TRIAL_VAR transitions stable
2021-11-04 08:26:03.771,!V TRIAL_VAR stake 1
2021-11-04 08:26:04.519,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:26:05.776,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:26:06.120,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:26:07.777,!E TRIAL_EVENT_VAR reward
2021-11-04 08:26:10.768,TRIAL_END
2021-11-04 08:26:12.190,TRIALID 103
2021-11-04 08:26:13.691,!V TRIAL_VAR transitions stable
2021-11-04 08:26:14.193,!V TRIAL_VAR stake 5
2021-11-04 08:26:15.175,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:26:16.198,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:26:16.608,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:26:18.199,!E TRIAL_EVENT_VAR reward
2021-11-04 08:26:21.190,TRIAL_END
2021-11-04 08:26:22.413,TRIALID 104
2021-11-04 08:26:23.915,!V TRIAL_VAR transitions stable
2021-11-04 08:26:24.417,!V TRIAL_VAR stake 5
2021-11-04 08:26:25.735,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:26:26.422,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:26:26.503,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:26:28.424,!E TRIAL_EVENT_VAR reward
2021-11-04 08:26:31.413,TRIAL_END
2021-11-04 08:26:32.635,TRIALID 105
2021-11-04 08:26:34.136,!V TRIAL_VAR transitions stable
2021-11-04 08:26:34.638,!V TRIAL_VAR stake 1
2021-11-04 08:26:35.439,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:26:36.644,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:26:36.991,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:26:38.645,!E TRIAL_EVENT_VAR reward
2021-11-04 08:26:41.635,TRIAL_END
2021-11-04 08:26:43.261,TRIALID 106
2021-11-04 08:26:44.763,!V TRIAL_VAR transitions stable
2021-11-04 08:26:45.265,!V TRIAL_VAR stake 5
2021-11-04 08:26:46.143,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:26:47.271,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:26:47.575,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:26:49.273,!E TRIAL_EVENT_VAR reward
2021-11-04 08:26:52.261,TRIAL_END
2021-11-04 08:26:53.685,TRIALID 107
2021-11-04 08:26:55.186,!V TRIAL_VAR transitions stable
2021-11-04 08:26:55.687,!V TRIAL_VAR stake 5
2021-11-04 08:26:56.679,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:26:57.692,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:26:58.159,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:26:59.694,!E TRIAL_EVENT_VAR reward
2021-11-04 08:27:02.685,TRIAL_END
2021-11-04 08:27:04.305,TRIALID 108
2021-11-04 08:27:05.807,!V TRIAL_VAR transitions stable
2021-11-04 08:27:06.309,!V TRIAL_VAR stake 5
2021-11-04 08:27:07.152,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:27:08.314,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:27:08.639,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:27:10.317,!E TRIAL_EVENT_VAR reward
2021-11-04 08:27:13.305,TRIAL_END
2021-11-04 08:27:14.730,TRIALID 109
2021-11-04 08:27:16.231,!V TRIAL_VAR transitions stable
2021-11-04 08:27:16.732,!V TRIAL_VAR stake 5
2021-11-04 08:27:17.631,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:27:18.738,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:27:19.055,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:27:20.740,!E TRIAL_EVENT_VAR reward
2021-11-04 08:27:23.730,TRIAL_END
2021-11-04 08:27:24.951,TRIALID 110
2021-11-04 08:27:26.455,!V TRIAL_VAR transitions stable
2021-11-04 08:27:26.957,!V TRIAL_VAR stake 5
2021-11-04 08:27:27.632,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:27:28.962,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:27:29.040,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:27:30.964,!E TRIAL_EVENT_VAR reward
2021-11-04 08:27:33.951,TRIAL_END
2021-11-04 08:27:35.382,TRIALID 111
2021-11-04 08:27:36.886,!V TRIAL_VAR transitions stable
2021-11-04 08:27:37.387,!V TRIAL_VAR stake 5
2021-11-04 08:27:38.048,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:27:39.391,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:27:39.440,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:27:41.392,!E TRIAL_EVENT_VAR reward
2021-11-04 08:27:44.382,TRIAL_END
2021-11-04 08:27:45.812,TRIALID 112
2021-11-04 08:27:47.314,!V TRIAL_VAR transitions stable
2021-11-04 08:27:47.815,!V TRIAL_VAR stake 1
2021-11-04 08:27:48.665,!E TRIAL_EVENT_VAR response_1
2021-11-04 08:27:49.821,!E TRIAL_EVENT_VAR monster_show
2021-11-04 08:27:50.072,!E TRIAL_EVENT_VAR response_2
2021-11-04 08:27:51.822,!E TRIAL_EVENT_VAR reward
2021-11-04 08:27:54.812,TRIAL_END
2021-11-04 08:27:56.637,TRIALID 113
2021-11-04 08:27:58.137,!V TRIAL_VAR transitions stable
